City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
696,Champerico,GT,14.3,-91.9167,90.14,68,3,5.79,clear sky
697,Prado,BR,-17.3411,-39.2208,77.04,80,95,9.91,overcast clouds
698,Zhuzhou,CN,27.8333,113.15,71.73,55,17,3.65,few clouds
699,Half Moon Bay,US,37.4636,-122.4286,60.91,66,0,5.75,clear sky
700,Kichmengskiy Gorodok,RU,59.9816,45.7854,43.18,95,100,11.3,overcast clouds
701,Catuday,PH,16.2923,119.8062,79.3,80,8,10.89,clear sky
702,Gondar,ET,12.6,37.4667,57.58,73,14,3.65,few clouds
703,Pailon,BO,-17.65,-62.75,94.68,34,100,14.97,overcast clouds
704,Wajid,SO,3.8093,43.2471,78.49,54,73,14.12,broken clouds
705,Kathmandu,NP,27.7167,85.3167,55.62,82,20,0.0,few clouds
706,Kotelnich,RU,58.3089,48.348,42.13,94,100,8.66,overcast clouds
707,Qaqortoq,GL,60.7167,-46.0333,22.19,95,100,1.9,overcast clouds
708,Laguna,US,38.421,-121.4238,61.63,61,0,4.61,clear sky
709,Masterton,NZ,-40.9597,175.6575,58.89,86,54,4.21,broken clouds
710,Ereymentau,KZ,51.6199,73.1033,28.74,95,100,21.61,light snow
711,Kotar,IN,24.7167,80.9833,67.68,48,5,3.42,clear sky
712,Dibulla,CO,11.2725,-73.3091,81.23,86,96,3.65,moderate rain
713,Mestia,GE,43.0458,42.7278,33.48,61,3,3.36,clear sky
714,Husavik,IS,66.0449,-17.3389,37.71,99,100,6.22,overcast clouds
715,Belmonte,BR,-15.8631,-38.8828,78.39,75,89,8.55,overcast clouds
716,Mojo,ET,8.6,39.1167,59.86,83,85,7.74,overcast clouds
717,Griffith,US,41.5284,-87.4237,49.24,55,40,13.8,scattered clouds
718,Trabzon,TR,40.9167,39.8333,50.09,82,75,5.75,broken clouds
719,Arlit,NE,18.7369,7.3853,79.7,13,0,9.86,clear sky
720,Sioux Lookout,CA,50.1001,-91.917,21.27,86,100,10.36,light snow
721,Sire,NG,12.9299,5.2043,81.52,25,66,4.07,broken clouds
722,Kawalu,ID,-7.3817,108.2082,71.87,97,100,0.74,overcast clouds
723,Sarangani,PH,5.4033,125.4636,82.8,75,92,11.27,overcast clouds
724,Diamantino,BR,-14.4086,-56.4461,79.34,68,100,7.11,moderate rain
725,Khani,GE,41.9563,42.9566,38.77,79,2,3.53,clear sky
726,Grand-Lahou,CI,5.1367,-5.0242,77.92,87,100,7.74,light rain
727,Morgan City,US,29.6994,-91.2068,81.0,47,0,6.91,clear sky
728,Fort Frances,CA,48.5999,-93.4003,26.17,74,100,18.41,overcast clouds
